"","QKEY","INTERVIEW_START_W84","INTERVIEW_END_W84","DEVICE_TYPE_W84","LANG_W84","FORM_W84","XATTEND_W84","XCATHOLIC_W84","SATIS_W84","POL1JB_W84","POL1JBSTR_W84","POL1JB_4_W84","JBCONF_PUBH_W84","JBCONF_FRGN_W84","JBCONF_ECON_W84","JBCONF_CRIM_W84","JBCONF_CLSR_W84","JBCONF_RACE_W84","JBCONF_IMMI_W84","BIDENDESC_MDL_W84","BIDENDESC_ORD_W84","BIDENDESC_MENT_W84","BIDENDESC_STND_W84","BIDENDESC_HON_W84","PRESGOODTRUMP_W84","TRUMPPROG_W84","INSTFAV_a_W84","INSTFAV_b_W84","REPPTYTRAIT_a_W84","REPPTYTRAIT_f_W84","REPPTYTRAIT_b_W84","REPPTYTRAIT_g_W84","DEMPTYTRAIT_a_W84","DEMPTYTRAIT_f_W84","DEMPTYTRAIT_b_W84","DEMPTYTRAIT_g_W84","COVIDSPIR_W84","PPLFAV_a_W84","PPLFAV_b_W84","PPLFAV_c_W84","CAND_b_W84","CAND_d_W84","CAND_g_W84","BIDENRELIG_W84","HARRISRELIG_W84","BIDRELTLK_W84","JAN6LE_IMP_W84","JAN6LE_CONF_W84","JAN6PEN_A_W84","JAN6PEN_B_W84","JAN6ATTN_W84","IMPEACHACT2_W84","ATTENDMONTH_W84","ATTENDONLINE_W84","COVIDCONG2_W84","COVIDCONG3_W84","COVIDCONG4_W84","CONGRESTRICT1_a_W84","CONGRESTRICT1_b_W84","CONGRESTRICT1_c_W84","CONGRESTRICT1_d_W84","CONGRESTRICT1_e_W84","CONGRESTRICT2_a_W84","CONGRESTRICT2_b_W84","CONGRESTRICT2_c_W84","CONGRESTRICT2_d_W84","CONGRESTRICT2_e_W84","ATTENDCONF_W84","SERMONISSUE_h_W84","SERMONISSUE_i_W84","SERMONISSUE_j_W84","SERMONISSUE_k_W84","ESTR21_W84","ESTRTYP_W84","THERMTRUMP_W84","THERMBIDEN_W84","VLNTEXTR2_ISL_W84","VLNTEXTR2_CHR_W84","VLNTEXTR2_LEFT_W84","VLNTEXTR2_RGHT_W84","ECON1_W84","ECON1B_W84","COVID_ASSIST21_W84","COVIDLEG21A_W84","BIDEN_GOODFAITHC_W84","REPS_GOODFAITHC_W84","COVID_LIFEN_W84","COVID_JOBSN_W84","DISCRRIM_a_W84","DISCRRIM_b_W84","DISCRRIM_c_W84","DISCRRIM_j_W84","DISCRRIM_d_W84","DISCRRIM_e_W84","DISCRRIM_i_W84","DISCRRIM_f_W84","DISCRRIM_g_W84","DISCRRIM_h_W84","VTCHNGRULES_W84","VTEFFORT_W84","PARTY_W84","PARTYLN_W84","PARTYSTR_W84","REPPTYACC_a_W84","REPPTYACC_b_W84","REPPTYACC_c_W84","REPPTYACC_d_W84","DEMPTYACC_a_W84","DEMPTYACC_b_W84","DEMPTYACC_d_W84","COMMIF_a_W84","COMMIF_b_W84","COMMIF_c_W84","COMMIF_d_W84","BIDENCM_W84","CHRNATa_W84","CHRNATb_W84","CHRNATc_W84","CHRNATd_W84","CHRNATe_W84","CHRNATf_W84","CHRNATg_W84","RELRTHRD_W84","RELLTHRD_W84","RELRTAG_W84","RELLTAG_W84","QANON_KNOW_W84","QANON_FAV_W84","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_GENDER","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_HISP_ORIGIN","F_YEARSINUS","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_BIRTHPLACE2","F_MARITAL","F_RELIG","F_BORN","F_RELIGCAT1","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_PARTYSUMIDEO_FINAL","F_INC_SDT1","F_REG","F_IDEO","F_INTFREQ","F_VOLSUM","F_INC_TIER2","WEIGHT_W84","WEIGHT_W70_W84","WEIGHT_W80_W84","attend"
"25",105959,2021-03-02 14:18:54,2021-03-02 14:27:47,1,1,1,2,1,1,NA,NA,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,5,NA,3,2,2,NA,3,3,3,NA,2,1,3,1,4,3,4,1,3,2,9,3,1,3,2,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,85,2,1,NA,NA,3,1,1,3,NA,NA,3,4,2,2,3,1,2,2,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,3,4,1,4,9,4,2,1,6,2,NA,1,1,1,1,1,2,2,2,2,5,2,NA,2,4,1,1,4,2,1,1,0.546462033600843,0.53276487441162,NA,"Neither"
"26",106180,2021-03-02 13:17:01,2021-03-02 13:31:06,2,1,1,1,2,2,NA,NA,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,3,NA,2,1,1,NA,4,4,1,4,3,2,2,4,4,2,9,1,2,2,3,NA,1,3,1,1,1,2,1,1,2,1,2,2,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,99,10,2,3,NA,NA,3,2,2,1,NA,NA,2,4,2,3,1,3,4,3,2,NA,NA,NA,1,NA,1,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,9,1,1,NA,NA,NA,NA,4,NA,1,3,7,3,1,2,4,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,5,1,1,2,1,2,0.558865039287152,0.708645892676506,NA,"Both"
"27",106444,2021-03-02 13:36:15,2021-03-02 13:50:35,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,4,4,2,NA,1,4,4,NA,4,2,1,4,2,4,4,4,1,2,2,9,3,1,1,NA,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,85,NA,NA,2,1,3,1,1,NA,1,2,3,2,1,1,4,1,NA,NA,NA,2,1,3,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,2,2,2,2,2,1,3,9,NA,NA,NA,1,1,2,4,2,1,5,2,NA,1,1,1,1,1,1,2,2,2,6,2,NA,2,3,9,1,3,1,2,3,0.612570735810994,0.569082921367832,NA,"Neither"
"28",106613,2021-03-02 19:28:38,2021-03-02 19:49:54,2,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,4,4,2,NA,2,4,3,NA,2,2,1,3,2,4,4,4,1,3,2,99,3,1,2,NA,1,3,1,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,0,90,NA,NA,2,1,3,1,1,NA,1,2,3,4,2,1,4,1,NA,NA,NA,2,1,2,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,2,2,2,99,2,99,1,2,4,2,NA,NA,1,2,3,4,1,2,4,2,NA,1,2,2,1,1,1,1,1,1,3,2,NA,2,4,1,1,4,2,1,1,0.511541909151945,0.510109994884785,NA,"Online only"
"29",106885,2021-03-02 17:00:40,2021-03-02 17:29:19,2,1,1,1,1,2,NA,NA,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,4,2,NA,1,1,1,NA,4,4,1,3,3,2,2,4,4,71,6,2,2,2,1,NA,1,3,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,95,0,1,3,NA,NA,2,2,1,1,NA,NA,2,3,2,2,2,2,2,1,1,NA,NA,NA,1,NA,1,NA,1,3,4,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,1,2,1,1,NA,NA,NA,NA,2,4,1,4,9,4,2,1,5,1,1,1,5,3,1,1,1,2,2,2,1,1,NA,1,1,9,1,1,1,1,3,0.354884871337463,0.33145146820314,0.240501719665555,"Both"
"30",106960,2021-03-05 10:57:34,2021-03-05 11:16:22,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,2,1,NA,3,2,1,NA,2,1,1,3,1,3,2,4,2,2,2,9,3,1,2,NA,3,3,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,10,90,NA,NA,2,1,3,1,1,NA,1,2,2,3,2,2,4,2,NA,NA,NA,3,2,4,NA,2,2,NA,1,NA,NA,NA,NA,2,NA,2,2,2,1,1,1,9,9,2,2,2,2,2,2,3,1,NA,NA,NA,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,1,2,2,2,2,2,NA,2,4,3,1,4,NA,2,2,1.16751512421105,1.15813078622131,0.76399564991926,"Online only"
"31",107329,2021-03-02 18:45:37,2021-03-02 18:57:50,2,1,1,2,1,1,NA,NA,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,5,NA,4,1,1,NA,4,4,4,NA,1,1,3,2,4,4,4,1,2,2,1,3,1,2,2,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,100,2,1,NA,NA,4,1,1,2,NA,NA,3,3,1,1,4,1,1,1,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,3,NA,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,2,4,1,1,2,3,2,1,5,2,NA,1,2,2,1,1,6,2,2,2,5,2,NA,2,4,2,1,5,1,2,2,0.373260592324242,0.32190437742456,NA,"Neither"
"32",107612,2021-03-04 20:20:25,2021-03-04 20:34:17,1,1,1,2,2,1,NA,NA,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,5,NA,4,1,4,NA,4,4,1,NA,1,1,1,2,4,8,4,1,1,9,9,3,1,3,3,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,100,1,2,NA,NA,3,1,1,3,NA,NA,3,4,1,3,4,3,1,3,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,NA,NA,NA,NA,99,NA,1,3,7,4,2,2,3,2,NA,1,99,99,1,1,3,1,1,1,6,2,NA,2,3,6,1,3,4,2,3,0.956238614010943,0.99725506319031,1.26332215360527,"Online only"
"33",107668,2021-03-02 20:14:47,2021-03-02 20:25:39,2,1,2,2,2,2,1,99,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,NA,2,2,3,NA,3,2,3,NA,1,3,3,4,1,4,2,2,2,3,9,9,3,2,2,NA,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,30,55,NA,NA,2,2,3,3,2,NA,2,1,3,4,2,2,2,2,NA,NA,NA,2,1,2,NA,1,1,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,9,2,2,2,9,9,NA,NA,2,3,7,3,2,1,5,2,NA,1,1,1,1,1,6,1,2,1,6,1,NA,1,2,5,1,3,1,2,3,0.302821891153788,0.306916257560913,NA,"Neither"
"34",108035,2021-03-02 13:20:27,2021-03-02 13:39:09,2,1,1,1,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,4,NA,2,1,1,NA,4,4,3,1,1,1,2,4,4,4,6,1,3,3,1,NA,1,3,1,1,1,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,100,0,1,2,NA,NA,2,2,2,1,NA,NA,2,4,3,3,1,3,3,1,2,NA,NA,NA,1,NA,4,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,1,1,2,9,2,NA,NA,NA,NA,3,4,1,4,8,3,1,3,1,2,NA,1,1,1,1,1,1,1,2,1,3,4,1,1,1,9,1,1,2,1,3,1.55943519262781,1.28194819503123,0.555166446988805,"Both"
"35",108348,2021-03-04 18:37:23,2021-03-04 18:46:05,1,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,1,2,4,NA,2,2,2,NA,1,4,3,1,3,3,2,2,4,4,9,6,3,2,3,NA,3,3,3,1,1,1,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,75,0,NA,NA,1,2,3,2,2,NA,2,2,3,4,2,2,2,2,NA,NA,NA,2,2,1,NA,1,3,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,2,2,2,2,3,NA,NA,1,4,8,3,2,2,3,2,NA,1,1,1,1,1,6,1,1,1,1,3,1,1,1,3,1,2,2,2,2,0.472628486806766,0.530356018056184,NA,"Both"
"36",108435,2021-03-02 12:52:16,2021-03-02 13:03:22,1,1,1,2,1,2,NA,NA,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,4,3,NA,2,1,1,NA,4,4,1,3,4,2,2,3,4,2,8,1,1,2,1,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,95,5,2,3,NA,NA,3,2,2,1,NA,NA,3,4,3,3,3,3,3,3,3,NA,NA,NA,1,NA,1,NA,1,2,3,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,2,9,9,2,2,NA,NA,NA,NA,4,NA,1,2,3,3,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,9,1,2,2,2,3,0.537008292728205,NA,NA,"Neither"
"37",108592,2021-03-02 15:24:25,2021-03-02 15:38:39,1,1,1,1,2,2,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,5,NA,4,2,1,NA,4,4,3,NA,2,1,3,1,4,8,4,1,1,2,1,3,1,3,2,NA,3,1,2,1,1,3,2,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,2,1,2,1,0,100,1,1,NA,NA,3,1,1,3,NA,NA,3,3,1,1,4,1,1,2,1,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,9,9,2,1,2,NA,NA,NA,NA,3,1,1,2,3,4,2,2,4,2,NA,1,2,2,1,1,3,1,2,1,1,2,NA,2,3,3,1,3,2,2,2,0.894508801998847,0.89226711410518,NA,"Online only"
"38",108909,2021-03-06 02:32:06,2021-03-06 04:08:24,3,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,3,2,NA,3,3,3,NA,2,2,2,3,2,3,8,3,2,2,9,9,3,1,1,NA,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,21,70,NA,NA,1,1,3,1,1,NA,2,2,4,3,1,2,3,2,NA,NA,NA,2,3,2,NA,1,2,NA,1,NA,NA,NA,NA,3,NA,3,1,1,1,1,1,2,9,1,2,2,9,9,3,3,NA,NA,NA,NA,1,2,3,4,2,3,1,2,NA,1,1,1,1,1,5,2,2,2,5,2,NA,2,3,1,3,3,NA,2,1,6.5976411553806,5.67386743456565,4.11056260967355,"Online only"
"39",109143,2021-03-01 11:36:55,2021-03-01 12:08:27,2,1,1,2,2,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,2,4,3,NA,1,1,1,NA,4,4,3,3,3,8,2,3,3,2,5,2,3,3,1,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,100,0,1,3,NA,NA,4,2,2,1,NA,NA,2,3,2,3,3,3,3,3,4,NA,NA,NA,1,NA,1,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,NA,NA,NA,NA,3,3,1,3,5,2,2,3,2,2,NA,1,1,1,1,1,4,1,2,1,5,1,NA,1,1,8,1,2,1,1,2,0.620495520476045,0.693874614600053,0.292195414414715,"Neither"
"40",109188,2021-03-05 16:03:10,2021-03-05 16:21:10,2,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,2,3,3,NA,2,2,1,3,2,3,3,4,1,2,2,1,3,1,2,NA,2,3,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,99,1,2,2,2,1,2,1,2,95,NA,NA,1,1,3,1,1,NA,1,2,3,3,2,2,2,2,NA,NA,NA,2,2,2,NA,2,3,2,NA,NA,NA,NA,NA,2,NA,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,9,NA,NA,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,3,2,2,2,2,3,2,2,3,5,1,3,1,1,2,0.236120441796098,0.25589186172846,0.441108781911202,"Online only"
"41",110041,2021-03-02 17:26:07,2021-03-02 17:36:50,1,1,1,2,1,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,2,4,3,NA,2,2,1,NA,3,4,3,4,4,2,3,3,3,2,1,3,1,2,1,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,90,5,2,3,NA,NA,2,2,2,1,NA,NA,1,1,2,3,3,3,3,3,3,NA,NA,NA,1,NA,1,NA,2,3,4,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,1,1,2,2,2,NA,NA,NA,NA,2,4,1,3,5,4,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,9,1,1,2,1,3,0.269620314638764,NA,NA,"Neither"
"42",110129,2021-03-04 13:12:07,2021-03-04 13:31:11,2,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,NA,2,2,3,NA,3,2,2,NA,1,4,4,1,3,4,2,3,3,4,9,9,2,2,2,NA,1,3,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,30,40,NA,NA,1,1,4,2,2,NA,2,1,2,4,2,2,2,2,NA,NA,NA,1,3,1,NA,1,3,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,1,2,2,2,2,2,3,3,NA,NA,1,2,4,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,1,4,1,2,2,1,2,0.432112252411242,0.469365015662412,NA,"Both"
"43",110353,2021-03-06 08:46:48,2021-03-06 09:10:23,2,1,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,NA,2,2,3,NA,2,2,2,NA,3,3,3,3,2,99,2,3,2,3,2,9,2,1,2,NA,2,1,2,1,1,1,2,2,1,1,1,2,99,1,1,1,1,2,2,2,2,2,2,1,1,50,40,NA,NA,2,2,3,1,1,NA,1,2,2,3,2,2,2,2,NA,NA,NA,2,2,2,NA,1,1,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,99,1,3,3,NA,NA,NA,NA,1,2,3,4,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,2,2,1,4,2,2,1,0.63540000287561,0.692089028727559,NA,"Both"
"44",110550,2021-03-02 14:34:27,2021-03-02 14:50:52,2,1,1,1,2,2,NA,NA,4,2,4,3,3,3,2,4,NA,NA,NA,NA,NA,2,NA,2,3,3,NA,2,2,2,NA,3,3,3,2,3,2,3,4,4,9,9,2,1,2,3,NA,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,70,10,1,2,NA,NA,2,3,1,1,NA,NA,3,3,2,2,2,2,2,3,1,NA,NA,NA,1,NA,1,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,9,99,2,NA,NA,NA,NA,4,NA,1,3,6,3,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,2,9,1,3,2,2,3,0.332990815200628,NA,0.39454727707593,"Both"
"45",111665,2021-03-02 13:13:24,2021-03-02 13:30:32,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,4,4,2,NA,1,4,4,NA,2,2,2,1,1,4,3,4,1,3,2,1,3,1,1,NA,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,100,NA,NA,2,1,3,1,1,NA,1,2,3,3,2,2,4,2,NA,NA,NA,3,2,3,NA,2,2,NA,2,NA,NA,NA,NA,3,NA,2,1,1,1,1,1,2,2,2,2,2,2,2,1,3,4,NA,NA,NA,1,4,9,3,2,2,3,1,1,1,5,3,1,1,1,2,1,2,4,2,NA,2,3,1,1,3,NA,1,1,1.50792305360115,1.53378888709819,0.965790125959343,"Neither"
"46",111927,2021-03-03 19:17:50,2021-03-03 20:55:47,2,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,1,3,3,NA,4,2,2,NA,1,4,4,1,3,3,3,2,3,4,2,5,3,4,NA,NA,3,1,3,2,1,1,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,95,0,NA,NA,1,2,3,2,2,NA,99,1,4,4,2,2,2,2,NA,NA,NA,4,4,4,NA,1,4,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,9,2,1,1,2,3,3,NA,NA,NA,1,2,3,4,3,3,2,2,NA,1,1,1,1,1,3,1,2,1,1,4,99,9,9,1,1,1,3,1,1,0.821563566903503,0.716346782367471,0.383353899799847,"Online only"
"47",112371,2021-03-02 18:39:27,2021-03-02 18:55:23,2,1,1,2,1,2,NA,NA,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,3,4,2,NA,2,1,4,NA,4,2,3,3,4,2,3,4,4,2,8,99,3,99,1,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,99,85,0,3,3,NA,NA,4,2,2,1,NA,NA,3,4,3,4,2,4,3,4,4,NA,NA,NA,1,NA,3,99,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,99,2,9,99,2,9,2,9,2,NA,NA,NA,NA,4,NA,1,1,2,2,2,2,3,1,3,1,99,3,1,1,1,2,2,2,4,3,99,9,9,6,1,3,2,99,2,0.800580352478187,0.848112167169548,0.585810943615891,"Neither"
"48",112490,2021-03-04 01:53:06,2021-03-04 05:49:16,2,1,1,1,1,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,3,2,3,NA,2,2,3,NA,2,2,3,1,3,3,4,1,1,2,1,3,1,1,2,NA,3,1,2,1,1,4,2,NA,NA,NA,NA,NA,99,99,99,99,99,2,2,2,2,2,2,1,25,85,2,1,NA,NA,3,1,1,3,NA,NA,4,4,2,2,3,3,1,2,2,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,2,4,NA,2,1,1,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,2,4,2,2,4,3,2,2,4,2,NA,1,1,1,1,1,1,2,2,2,2,2,NA,2,3,2,1,3,2,1,2,0.373372876003163,NA,NA,"Online only"
"49",112517,2021-03-05 09:52:34,2021-03-06 18:40:30,2,1,1,1,2,2,NA,NA,3,2,2,2,3,4,4,2,NA,NA,NA,NA,NA,4,NA,2,3,3,NA,3,3,3,NA,3,3,1,2,4,2,4,3,4,2,8,3,1,2,2,NA,3,2,2,1,1,2,1,3,1,1,3,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,0,50,1,3,NA,NA,4,3,2,3,NA,NA,2,3,1,2,3,2,3,2,3,NA,NA,NA,2,NA,3,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,2,4,1,2,3,3,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,2,8,1,3,1,1,2,0.249479668827344,0.292122880377046,NA,"Online only"
"50",112613,2021-03-04 12:16:36,2021-03-04 12:28:26,3,1,1,2,2,2,NA,NA,4,2,3,4,4,4,3,4,NA,NA,NA,NA,NA,1,NA,2,4,4,NA,1,1,1,NA,3,3,3,1,3,2,2,1,4,2,99,1,1,1,3,NA,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,88,15,2,2,NA,NA,3,3,2,1,NA,NA,3,3,3,3,1,2,2,2,3,NA,NA,NA,1,NA,1,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,99,99,9,9,2,NA,NA,NA,NA,4,NA,1,3,5,4,2,1,6,2,NA,1,1,1,1,1,6,1,2,1,4,1,NA,1,2,9,1,3,3,1,3,0.286595287275573,NA,NA,"Neither"
"51",112715,2021-03-02 14:07:58,2021-03-02 14:14:40,2,1,1,2,1,1,NA,NA,2,1,2,2,2,3,2,2,NA,NA,NA,NA,NA,5,NA,4,2,1,NA,3,4,3,NA,2,2,4,2,4,3,3,1,2,2,9,3,1,2,2,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,75,2,1,NA,NA,2,1,1,2,NA,NA,3,3,1,1,3,2,1,1,3,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,1,3,NA,1,1,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,2,4,1,1,1,3,1,1,6,2,NA,1,1,1,1,1,1,2,2,2,5,3,2,2,4,8,1,4,2,1,2,0.301932729316746,0.309218232183063,0.493248069494525,"Neither"
"52",113274,2021-03-02 20:35:21,2021-03-02 20:43:15,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,4,3,2,NA,3,3,3,NA,2,2,2,1,1,3,3,3,2,2,2,9,2,1,1,NA,2,2,2,1,1,1,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,25,90,NA,NA,1,1,3,1,1,NA,1,1,2,2,1,1,3,2,NA,NA,NA,2,2,2,NA,1,2,NA,1,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,2,2,NA,NA,1,1,1,3,1,1,5,2,NA,1,3,5,1,1,6,1,2,1,4,2,NA,2,3,2,1,2,2,2,1,0.366769042226195,0.342511612397353,NA,"Both"
"53",113565,2021-03-02 23:01:13,2021-03-02 23:18:26,2,1,1,1,2,2,NA,NA,3,3,4,3,3,4,3,4,NA,NA,NA,NA,NA,2,NA,2,3,3,NA,2,2,2,NA,3,4,3,3,4,1,3,3,4,2,4,2,1,2,1,NA,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,85,20,1,3,NA,NA,3,1,2,1,NA,NA,3,4,3,3,2,3,2,4,3,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,9,9,2,1,2,1,1,NA,NA,NA,NA,4,NA,2,3,6,3,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,2,NA,2,3,8,1,2,4,1,3,0.346992963077028,0.305782628367902,0.391981702557577,"In-person only"
